Prov/Terr,FED ID,Federal Electoral Districts,Employment Income #,Employment Income $,Pension Income #,Pension Income $,Investment Income #,Investment Income $,Self-employment Income #,Self-employment Income $,Benefits Income #,Benefits Income $,Other Income #,Other Income $,,,,,,,,,,
59,59001,Abbotsford,52290,2032405000 ,23280 ,479127000 ,23330 ,311283000 ,9830 ,171638000 ,27230 ,157658000 ,14750 ,78957000 ,,,,,,,,,,
59,59002,Burnaby North--Seymour,54610,2723249000 ,20970 ,499225000 ,36860 ,592367000 ,9960 ,181663000 ,20600 ,107541000 ,19090 ,129499000 ,,,,,,,,,,
59,59003,Burnaby South,58990,2483242000 ,20520 ,404830000 ,38010 ,470861000 ,10500 ,158929000 ,23500 ,135539000 ,18820 ,102491000 ,,,,,,,,,,
59,59004,Cariboo--Prince George,58280,2620886000 ,25220 ,543999000 ,23080 ,229232000 ,8740 ,113788000 ,29980 ,182010000 ,17220 ,110669000 ,,,,,,,,,,
59,59005,Central Okanagan--Similkameen--Nicola,54930,2177077000 ,38870 ,939904000 ,35460 ,505946000 ,10730 ,166587000 ,28800 ,159723000 ,24910 ,155260000 ,,,,,,,,,,
59,59006,Chilliwack--Hope,49930,1927412000 ,27790 ,640345000 ,24700 ,274213000 ,9400 ,136796000 ,26690 ,152400000 ,15740 ,97450000 ,,,,,,,,,,
59,59007,Cloverdale--Langley City,63090,2923704000 ,20070 ,431956000 ,26450 ,242029000 ,9880 ,163489000 ,27630 ,151832000 ,17930 ,108017000 ,,,,,,,,,,
59,59008,Coquitlam--Port Coquitlam,65580,3093929000 ,20490 ,431988000 ,35190 ,325663000 ,11440 ,186734000 ,27250 ,150653000 ,20630 ,124723000 ,,,,,,,,,,
59,59009,Courtenay--Alberni,55320,1886394000 ,45960 ,1223779000 ,38040 ,477069000 ,11860 ,179237000 ,30540 ,186028000 ,24690 ,170500000 ,,,,,,,,,,
59,59010,Cowichan--Malahat--Langford,56090,2291351000 ,31570 ,788410000 ,29690 ,328152000 ,10530 ,155241000 ,27260 ,156409000 ,21550 ,136037000 ,,,,,,,,,,
59,59011,Delta,56260,2657727000 ,24910 ,655299000 ,32590 ,488139000 ,9660 ,179145000 ,22510 ,120458000 ,19460 ,137768000 ,,,,,,,,,,
59,59012,Fleetwood--Port Kells,61700,2456926000 ,19490 ,343504000 ,28930 ,278811000 ,11160 ,180819000 ,28900 ,162255000 ,16920 ,89680000 ,,,,,,,,,,
59,59013,Kamloops--Thompson--Cariboo,67290,2887821000 ,35630 ,847764000 ,33310 ,408683000 ,9940 ,137969000 ,32830 ,191569000 ,24820 ,144337000 ,,,,,,,,,,
59,59014,Kelowna--Lake Country,65400,2815033000 ,30730 ,751819000 ,37690 ,790283000 ,12490 ,218697000 ,27920 ,150589000 ,26950 ,184081000 ,,,,,,,,,,
59,59015,Kootenay--Columbia,60480,2512101000 ,31450 ,745560000 ,33180 ,380930000 ,11470 ,173959000 ,28090 ,158578000 ,20200 ,151302000 ,,,,,,,,,,
59,59016,Langley--Aldergrove,62020,2982760000 ,25540 ,613509000 ,34440 ,579537000 ,12440 ,199002000 ,25190 ,127722000 ,21140 ,138145000 ,,,,,,,,,,
59,59017,Mission--Matsqui--Fraser Canyon,45690,1728777000 ,21210 ,417648000 ,19780 ,218267000 ,9560 ,149424000 ,26610 ,161105000 ,13690 ,77643000 ,,,,,,,,,,
59,59018,Nanaimo--Ladysmith,60690,2343483000 ,38620 ,980538000 ,35990 ,432806000 ,11160 ,169170000 ,30630 ,178437000 ,23820 ,157851000 ,,,,,,,,,,
59,59019,New Westminster--Burnaby,62350,2697094000 ,20940 ,429970000 ,30410 ,273808000 ,10360 ,152989000 ,26010 ,156959000 ,18380 ,101443000 ,,,,,,,,,,
59,59020,North Okanagan--Shuswap,61950,2364319000 ,43420 ,1007669000 ,39340 ,549209000 ,13300 ,170031000 ,35380 ,201163000 ,25920 ,166956000 ,,,,,,,,,,
59,59021,North Vancouver,62440,3464497000 ,23920 ,636390000 ,41080 ,807281000 ,13460 ,314493000 ,22090 ,111567000 ,22380 ,178145000 ,,,,,,,,,,
59,59022,Pitt Meadows--Maple Ridge,54550,2597076000 ,21150 ,493151000 ,24470 ,236232000 ,8880 ,147045000 ,23730 ,128736000 ,17190 ,111547000 ,,,,,,,,,,
59,59023,Port Moody--Coquitlam,60140,2981490000 ,20510 ,491853000 ,34340 ,446785000 ,10450 ,183735000 ,23290 ,123931000 ,19160 ,130465000 ,,,,,,,,,,
59,59024,Prince George--Peace River--Northern Rockies,62870,3452330000 ,19530 ,387764000 ,24240 ,385276000 ,10380 ,148877000 ,27200 ,158854000 ,17870 ,115264000 ,,,,,,,,,,
59,59025,Richmond Centre,48000,1963958000 ,19370 ,359436000 ,39760 ,522897000 ,10010 ,158472000 ,20490 ,116065000 ,17980 ,103474000 ,,,,,,,,,,
59,59026,Esquimalt--Saanich--Sooke,60130,2534823000 ,28700 ,754363000 ,30940 ,336473000 ,10110 ,167314000 ,24190 ,130196000 ,21170 ,126092000 ,,,,,,,,,,
59,59027,Saanich--Gulf Islands,52540,2246411000 ,38430 ,1200222000 ,43460 ,759318000 ,12280 ,203863000 ,19240 ,93147000 ,26720 ,183802000 ,,,,,,,,,,
59,59028,Skeena--Bulkley Valley,43920,1939130000 ,19370 ,406702000 ,17290 ,177253000 ,7450 ,97227000 ,25600 ,158085000 ,13000 ,88311000 ,,,,,,,,,,
59,59029,South Okanagan--West Kootenay,60960,2224816000 ,44590 ,1040098000 ,38420 ,424037000 ,11840 ,160973000 ,34290 ,193940000 ,24070 ,161439000 ,,,,,,,,,,
59,59030,South Surrey--White Rock,49890,2616555000 ,31340 ,919544000 ,41960 ,982511000 ,10930 ,207113000 ,19570 ,95447000 ,22710 ,195833000 ,,,,,,,,,,
59,59031,Steveston--Richmond East,53050,2194075000 ,19150 ,345872000 ,35490 ,397161000 ,10320 ,158257000 ,22140 ,126079000 ,17400 ,101123000 ,,,,,,,,,,
59,59032,Surrey Centre,60460,2024924000 ,17830 ,252745000 ,18670 ,107902000 ,9720 ,143564000 ,34630 ,226263000 ,13530 ,60917000 ,,,,,,,,,,
59,59033,Surrey--Newton,57780,1959925000 ,17980 ,256350000 ,20290 ,148119000 ,10690 ,183811000 ,31700 ,195693000 ,13100 ,65248000 ,,,,,,,,,,
59,59034,Vancouver Centre,70600,4223212000 ,23580 ,588722000 ,45790 ,1597994000 ,15410 ,407914000 ,19850 ,129236000 ,22310 ,273574000 ,,,,,,,,,,
59,59035,Vancouver East,59250,2653871000 ,19750 ,287290000 ,29190 ,338322000 ,12420 ,206863000 ,31070 ,215541000 ,16070 ,86885000 ,,,,,,,,,,
59,59036,Vancouver Granville,54800,3142860000 ,19070 ,493772000 ,43460 ,1382340000 ,13250 ,319050000 ,16920 ,91481000 ,21840 ,199419000 ,,,,,,,,,,
59,59037,North Island--Powell River,52730,1994991000 ,35380 ,852328000 ,29990 ,339119000 ,9760 ,145413000 ,28380 ,176718000 ,20320 ,138155000 ,,,,,,,,,,
59,59038,Vancouver Kingsway,57490,2258854000 ,18400 ,264327000 ,29870 ,247656000 ,10060 ,148273000 ,25670 ,155170000 ,16570 ,82339000 ,,,,,,,,,,
59,59039,Vancouver Quadra,48280,3102607000 ,19190 ,632565000 ,44810 ,1650164000 ,12350 ,335476000 ,13970 ,61075000 ,22800 ,234358000 ,,,,,,,,,,
59,59040,Vancouver South,53240,1999151000 ,19920 ,317004000 ,31070 ,287698000 ,9590 ,144811000 ,25330 ,153342000 ,16100 ,81068000 ,,,,,,,,,,
59,59041,Victoria,66190,2869845000 ,36440 ,1070171000 ,42760 ,994537000 ,13020 ,245291000 ,24750 ,139252000 ,26580 ,216237000 ,,,,,,,,,,
59,59042,West Vancouver--Sunshine Coast--Sea to Sky Country,59380,3066546000 ,31070 ,904664000 ,45170 ,1773264000 ,16340 ,431095000 ,23170 ,117968000 ,24570 ,270358000 ,,,,,,,,,,
TOTAL,,,2421580,107117637000 ,1111360 ,26132175000 ,1388980 ,22499624000 ,463070 ,8004242000 ,1090770 ,6246414000 ,840050 ,5766862000 ,,,,,,,,,,
60,60001,Yukon,21970,1089998000 ,6540 ,149787000 ,8110 ,95216000 ,3920 ,61733000 ,9310 ,67821000 ,6130 ,47147000 ,,,,,,,,,,
TOTAL,,,21970,1089998000 ,6540 ,149787000 ,8110 ,95216000 ,3920 ,61733000 ,9310 ,67821000 ,6130 ,47147000 ,,,,,,,,,,
61,61001,Northwest Territories,26050,1612841000 ,5280 ,105795000 ,5700 ,76595000 ,2050 ,36040000 ,11300 ,74610000 ,6530 ,57047000 ,,,,,,,,,,
TOTAL,,,26050,1612841000 ,5280 ,105795000 ,5700 ,76595000 ,2050 ,36040000 ,11300 ,74610000 ,6530 ,57047000 ,,,,,,,,,,
62,62001,Nunavut,17220,863518000 ,2430 ,35001000 ,1820 ,15708000 ,890 ,17486000 ,11560 ,70911000 ,2930 ,23902000 ,,,,,,,,,,
TOTAL,,,17220,863518000 ,2430 ,35001000 ,1820 ,15708000 ,890 ,17486000 ,11560 ,70911000 ,2930 ,23902000 ,,,,,,,,,,
TOTAL,,,18159250,853411039000 ,8119030 ,193556906000 ,8888840 ,136866865000 ,2946590 ,52403575000 ,8958740 ,53294953000 ,5965510 ,44740350000 ,,,,,,,,,,
